Number,GivenName,Surname,Birthday,StreetAddress,NameSet,EmailAddress,TelephoneNumber,Kilograms,CCType,CCNumber,CVV2,CCExpires,Vehicle
1553,Camille,L'Heureux,4/28/1977,"53 rue Gustave Eiffel",French,CamilleLHeureux@gustr.com,01.77.01.40.38,96.7,MasterCard,5118948569639303,572,2/2019,"2005 Toyota Aygo"
1510,Alexander,Hertz,4/28/1990,"Koepenicker Str. 72",German,AlexanderHertz@cuvox.de,"06773 49 65 58",91.6,MasterCard,5260675008470901,917,6/2019,"2004 Peugeot 106"
1555,Eugène,Patel,10/9/1973,"41 rue Descartes",French,EugenePatel@einrot.com,03.19.03.83.04,83.8,Visa,4716378143325840,172,8/2018,"2002 Mazda RX-8"
1512,Thorsten,Egger,2/7/1976,"Leopoldstraße 94",German,ThorstenEgger@superrito.com,"030 66 99 11",79.7,Visa,4929092207020576,750,10/2021,"2006 Mercedes-Benz CL"
1556,Christiane,Giroux,6/15/1982,"27 Rue Hubert de Lisle",French,ChristianeGiroux@armyspy.com,04.32.16.80.50,64.1,Visa,4539353962533381,502,12/2021,"1995 Nissan Crew"
1513,Felix,Burger,2/13/1988,"Messedamm 53",German,FelixBurger@jourrapide.com,"0351 24 63 48",74.9,MasterCard,5404871371525622,865,7/2021,"2001 Cadillac Vizon"
1557,Rachelle,Benjamin,11/17/1961,"52 avenue Voltaire",French,RachelleBenjamin@gustr.com,05.51.54.19.28,96.8,MasterCard,5356291830751362,206,11/2017,"2008 Proton Savvy"
1514,Ralf,Scholz,2/27/1939,"Kurfürstenstraße 42",German,RalfScholz@rhyta.com,"07151 47 89 99",62.9,MasterCard,5598878563159413,689,3/2020,"2008 GMC Sierra"
1559,Victorine,Huppé,9/9/1998,"80 Rue Hubert de Lisle",French,VictorineHuppe@jourrapide.com,03.63.92.24.61,80.3,Visa,4929463260388913,672,10/2017,"1996 Opel Corsa"
1518,Ulrike,Weisz,10/10/1983,"Kurfuerstendamm 94",German,UlrikeWeisz@teleworm.us,"089 45 16 51",64.6,Visa,4532810333177732,793,6/2018,"2005 Citroen C6"
1564,Roux,Desnoyer,3/5/2000,"62 rue des Nations Unies",French,RouxDesnoyer@teleworm.us,04.73.21.75.93,71.2,Visa,4539939172865348,578,12/2018,"2004 Daewoo Magnus"
1519,Barbara,Bosch,5/22/1937,"Kurfürstenstraße 17",German,BarbaraBosch@rhyta.com,"07157 36 37 58",58.5,MasterCard,5403324374256267,787,9/2019,"2014 Audi S7"
1566,Daniel,Bonnet,7/31/1960,"84 rue Pierre De Coubertin",French,DanielBonnet@superrito.com,05.03.26.04.53,112.5,Visa,4539669273638845,062,1/2018,"1992 Renault Racoon"
1524,Franziska,Mehler,7/6/1944,"Heiligengeistbrücke 48",German,FranziskaMehler@dayrep.com,"09777 64 43 46",82.6,Visa,4716542296737941,413,12/2020,"1993 Rolls-Royce Silver Spirit"
1567,Matilda,Tessier,9/19/1959,"52 rue de Geneve",French,MatildaTessier@dayrep.com,04.66.31.06.02,100.7,Visa,4929745090263237,644,8/2020,"1999 Chrysler Viper"
1526,Karin,Hirsch,5/5/1996,"Lützowplatz 15",German,KarinHirsch@armyspy.com,"06578 66 76 82",85.1,Visa,4556556363533598,947,8/2020,"2012 Nissan Navara"
1572,Xavierre,Dubeau,4/30/1989,"97 rue des Chaligny",French,XavierreDubeau@cuvox.de,04.23.28.18.13,96.5,Visa,4485295216231466,078,9/2021,"2006 Citroen 1.6"
1527,Martina,Maier,11/14/1958,"Neue Roßstr. 18",German,MartinaMaier@gustr.com,"0711 66 12 30",103.1,MasterCard,5369361546143173,583,2/2021,"2002 Peugeot 607"
1573,Ansel,Proulx,1/19/1961,"88 rue des Chaligny",French,AnselProulx@teleworm.us,04.21.03.78.59,83.8,MasterCard,5110605173859234,781,3/2021,"2008 Kia Carens"
1529,Jennifer,Müller,8/27/1934,"Grosse Praesidenten Str. 70",German,JenniferMuller@cuvox.de,"06258 51 28 93",76.5,Visa,4556976120082566,546,7/2017,"2011 Scion iQ"
1576,Virginie,Primeau,3/26/1958,"75 route de Lyon",French,VirginiePrimeau@superrito.com,01.78.29.31.14,61.1,MasterCard,5265415049711681,475,9/2021,"2009 Infiniti FX"
1533,Susanne,Ehrlichmann,1/19/1945,"Fasanenstrasse 25",German,SusanneEhrlichmann@fleckens.hu,"040 79 02 09",90.6,MasterCard,5585478857745806,395,11/2020,"2003 Dodge Dakota"
1578,Aceline,Vaillancourt,12/20/1969,"41 rue Beauvau",French,AcelineVaillancourt@armyspy.com,04.37.99.85.29,62.8,Visa,4485066183711388,127,5/2018,"2011 Chevrolet Colorado"
1536,Anja,Schröder,11/22/1937,"Oldesloer Strasse 59",German,AnjaSchroder@dayrep.com,"036705 10 89",96.8,MasterCard,5279742702701707,978,10/2019,"2009 Subaru Tribeca"
1583,Yolette,Arnoux,3/10/1950,"11 Place du Jeu de Paume",French,YoletteArnoux@jourrapide.com,04.91.26.09.32,61.6,Visa,4539093552124809,848,9/2019,"1995 Toyota Supra"
1538,Monika,Bayer,6/25/1997,"Ziegelstr. 40",German,MonikaBayer@armyspy.com,"08543 58 66 91",46.9,Visa,4916601225906833,555,6/2018,"2000 Ferrari Maranello"
1587,Cinderella,Turcotte,5/26/1993,"77 rue Sadi Carnot",French,CinderellaTurcotte@armyspy.com,03.13.86.59.16,47.8,Visa,4485580474320352,875,1/2021,"2004 Acura EL"
1542,Jan,Kruger,8/12/1981,"Gotzkowskystrasse 8",German,JanKruger@rhyta.com,"02667 66 64 20",102.7,Visa,4916132424176994,256,9/2017,"1995 Fiat Ulysse"
1590,Angelette,Ferland,5/10/1948,"83 boulevard Aristide Briand",French,AngeletteFerland@dayrep.com,01.51.40.50.80,74.5,MasterCard,5570819152801058,140,3/2017,"2004 Mini One"
1543,Anke,Koertig,2/16/1944,"Rankestraße 2",German,AnkeKoertig@teleworm.us,"08441 95 84 71",67.2,MasterCard,5375506345077053,584,11/2018,"2011 Toyota Land Cruiser"
1592,Arlette,Panetier,11/15/1977,"5 Faubourg Saint Honoré",French,ArlettePanetier@fleckens.hu,05.09.87.58.46,95.8,MasterCard,5209131081880701,170,4/2019,"2002 Acura RSX"
1544,Anna,Hoover,7/24/1947,"Charlottenstrasse 86",German,AnnaHoover@superrito.com,"0351 20 56 05",101.6,MasterCard,5460039890132806,677,10/2018,"2014 Porsche Panamera"
1594,Pierrette,Primeau,3/15/1964,"89 rue du Faubourg National",French,PierrettePrimeau@einrot.com,01.94.27.04.60,100.4,Visa,4485074371381618,438,1/2017,"1992 Auverland A3"
1551,Leon,Lang,2/4/1993,"Motzstr. 99",German,LeonLang@superrito.com,"06724 37 93 14",97.2,MasterCard,5292555276994745,017,3/2017,"2010 Renault Scenic"
1595,Huon,Lafontaine,6/21/1983,"26 Chemin Des Bateliers",French,HuonLafontaine@rhyta.com,05.53.41.00.37,90.9,MasterCard,5547814122440178,159,3/2021,"2001 Mercury Cougar"
1554,Lisa,Biermann,1/4/1990,"Ufnau Strasse 44",German,LisaBiermann@fleckens.hu,"08337 85 25 76",67.4,Visa,4485984681423787,310,4/2018,"2010 Opel Meriva"
1596,Thérèse,Batard,7/23/1986,"4 rue Pierre De Coubertin",French,ThereseBatard@einrot.com,05.69.93.92.52,80.5,MasterCard,5437474201346318,958,4/2017,"2008 Jaguar XF"
1555,Anja,Nacht,2/28/1936,"Knesebeckstrasse 83",German,AnjaNacht@teleworm.us,"02683 66 78 88",69.1,Visa,4929366977496392,953,12/2020,"1999 Chevrolet Corvette"
1597,Troy,Simard,3/9/1979,"59 rue Gouin de Beauchesne",French,TroySimard@cuvox.de,01.36.51.01.81,66.2,MasterCard,5191498217170608,521,10/2020,"1995 Nissan Pulsar"
1559,Melanie,Herzog,2/26/1962,"Park Str. 34",German,MelanieHerzog@teleworm.us,"0211 21 20 54",71.4,MasterCard,5466855904107888,876,1/2021,"1999 Dodge T-Rex 6x6"
1605,Théodore,Lachapelle,11/24/1960,"38 rue de l'Epeule",French,TheodoreLachapelle@teleworm.us,03.15.46.24.63,112.9,MasterCard,5526382545843290,062,8/2021,"2012 Alfa Romeo MiTo"
1561,Torsten,Baer,10/5/1941,"Lietzenburger Straße 59",German,TorstenBaer@dayrep.com,"05851 35 06 03",97.5,Visa,4916151567866518,686,3/2018,"1995 Nissan Presea"
1606,Isabelle,Rochefort,10/17/1959,"61 place Maurice-Charretier",French,IsabelleRochefort@cuvox.de,02.59.22.60.89,93.5,MasterCard,5374920678197514,928,4/2021,"2015 Kia Optima"
1562,Karin,Waechter,1/11/1934,"Augsburger Strasse 15",German,KarinWaechter@jourrapide.com,"02735 45 42 43",77.5,Visa,4539372852553192,367,11/2017,"2002 Infiniti FX"
1609,Esperanza,L'Hiver,8/29/1988,"94 Place Charles de Gaulle",French,EsperanzaLHiver@fleckens.hu,05.09.07.49.50,93.3,MasterCard,5372091498311495,938,11/2019,"2015 Mitsubishi Outlander Sport"
1565,Daniel,Eisenberg,7/30/1950,"Kurfürstendamm 15",German,DanielEisenberg@dayrep.com,"0381 36 40 58",79.8,Visa,4556741241311025,278,2/2021,"2003 BMW X3"
1618,Camille,Sicard,7/12/1964,"61 avenue de Provence",French,CamilleSicard@armyspy.com,03.69.31.85.13,74.9,Visa,4929486136559953,122,6/2017,"2010 Kia Cadenza"
1569,Birgit,Friedman,9/4/1998,"Prager Str 29",German,BirgitFriedman@armyspy.com,"08142 93 23 66",72.3,Visa,4532425624490718,228,1/2018,"2011 Scion xB"
1623,Théodore,Duval,1/5/1986,"20 rue du Fossé des Tanneurs",French,TheodoreDuval@einrot.com,04.22.91.30.31,110.8,MasterCard,5301113496255387,524,3/2018,"1992 Toyota Century"
1572,Karin,Busch,8/12/1969,"Rudower Chaussee 24",German,KarinBusch@rhyta.com,"02045 93 23 16",94.2,Visa,4556283351787793,323,4/2019,"1995 Nissan Sunny"
1625,Gérard,Séguin,3/28/1961,"13 rue Gontier-Patin",French,GerardSeguin@gustr.com,05.12.62.86.32,102.4,Visa,4929095980587521,996,4/2017,"2002 Seat Ibiza"
1581,Franziska,Bieber,1/19/1932,"Ziegelstr. 99",German,FranziskaBieber@fleckens.hu,"08535 21 68 24",76.5,Visa,4929778115913726,160,11/2020,"2003 Porsche GT2"
1629,France,Abril,8/16/1944,"17 rue Marie de Médicis",French,FranceAbril@jourrapide.com,05.45.25.55.94,62.8,MasterCard,5100080656078987,035,8/2019,"1993 Peugeot 405"
1582,Torsten,Drescher,4/19/1974,"Jenaer Strasse 20",German,TorstenDrescher@einrot.com,"0202 74 50 58",109.1,MasterCard,5401386202481914,011,11/2019,"2000 Ford Contour"
1630,Amélie,Déziel,1/20/1967,"82 rue Gouin de Beauchesne",French,AmelieDeziel@jourrapide.com,02.92.10.43.09,66.7,MasterCard,5296072841883177,067,6/2020,"2001 Citroen C2"
1583,Stefan,Scholz,11/19/1979,"Oldesloer Strasse 1",German,StefanScholz@fleckens.hu,"036846 16 84",109.0,MasterCard,5192445020720789,387,4/2021,"2009 Nissan Livina"
1633,Solaine,Beaujolie,1/2/1984,"79 rue du Clair Bocage",French,SolaineBeaujolie@jourrapide.com,04.16.89.74.58,79.0,MasterCard,5595340334853181,966,1/2017,"2012 Subaru Tribeca"
1584,Stephanie,Glockner,7/18/1950,"Nuernbergerstrasse 9",German,StephanieGlockner@cuvox.de,"04505 99 22 91",58.6,Visa,4556240739269142,105,12/2017,"2009 Chevrolet Lacetti"
1634,Thibaut,Charpentier,12/9/1991,"1 Avenue De Marlioz",French,ThibautCharpentier@cuvox.de,01.76.68.55.79,108.2,Visa,4532242402642380,274,7/2019,"1997 Hyundai Lantra"
1589,Sophia,Probst,5/2/1950,"Kurfürstendamm 67",German,SophiaProbst@teleworm.us,"0381 19 98 73",51.8,Visa,4556385088282582,837,5/2019,"1997 Ford Royale"
1636,Paige,Bizier,6/8/1966,"98 rue de Geneve",French,PaigeBizier@cuvox.de,03.16.13.41.20,100.4,MasterCard,5134928929341105,194,4/2019,"2007 Alpina B3"
1591,Kevin,Kuefer,5/8/1961,"Budapester Straße 37",German,KevinKuefer@dayrep.com,"06502 27 46 85",85.8,Visa,4532353293675569,566,4/2019,"2012 Jeep Wrangler"
1637,Landers,Plaisance,5/22/1948,"49 Place de la Madeleine",French,LandersPlaisance@fleckens.hu,01.36.79.56.32,69.8,MasterCard,5242950743440540,073,4/2021,"2009 Mercury Grand Marquis"
1593,Sabine,Vogt,11/4/1938,"Koepenicker Str. 40",German,SabineVogt@dayrep.com,"06785 17 85 49",96.7,Visa,4929175574921532,004,10/2021,"1998 Toyota Previa"
1638,Mathilde,Généreux,3/27/1936,"65 rue Goya",French,MathildeGenereux@gustr.com,05.95.59.37.65,84.1,Visa,4556107186873173,393,7/2021,"1994 Opel Astra"
1594,Tim,Baader,7/28/1936,"Adenauerallee 55",German,TimBaader@einrot.com,"056579 21 84",86.4,Visa,4532086143621181,545,12/2021,"2004 Nissan Bluebird"
1639,Daniel,Tougas,4/19/1984,"29 Rue St Ferréol",French,DanielTougas@einrot.com,04.71.53.20.08,76.4,Visa,4916008091935971,929,4/2017,"2002 Chrysler LHS"
1596,Jan,Kluge,9/22/1993,"Ollenhauer Str. 61",German,JanKluge@einrot.com,"0711 17 68 95",90.8,MasterCard,5337766377943096,903,3/2018,"2006 Morgan Plus 8"
1640,Lowell,Baril,12/12/1962,"75 boulevard Amiral Courbet",French,LowellBaril@cuvox.de,01.86.44.67.43,115.7,MasterCard,5166384539542313,782,7/2018,"2012 Volkswagen Polo"
1601,Mandy,Achen,11/24/1969,"Gruenauer Strasse 36",German,MandyAchen@gustr.com,"04165 19 67 71",51.4,MasterCard,5259258923986088,086,11/2021,"1992 Renault Espace"
1646,Fanette,"Du Trieux",11/10/1942,"60 boulevard Aristide Briand",French,FanetteDuTrieux@teleworm.us,05.09.99.49.73,91.4,MasterCard,5140189754933902,634,1/2017,"2011 Fiat Siena"
1602,Phillipp,Kaestner,8/27/1965,"Heiligengeistbrücke 18",German,PhillippKaestner@jourrapide.com,"09872 22 61 04",89.9,MasterCard,5222614950411669,260,8/2017,"2011 Nissan Patrol"
1647,Aimé,Busque,6/26/1972,"5 rue Clement Marot",French,AimeBusque@superrito.com,05.49.73.26.88,109.3,MasterCard,5383727531993479,309,11/2020,"1999 Kia Sephia"
1604,Jennifer,Bachmeier,2/3/1951,"Hoheluftchaussee 81",German,JenniferBachmeier@armyspy.com,"034441 26 62",84.5,MasterCard,5142257340901887,077,2/2018,"1995 Chevrolet Corvette"
1649,Dominic,Richard,6/14/1963,"97 rue de Raymond Poincaré",French,DominicRichard@teleworm.us,01.98.34.43.66,104.3,Visa,4532705992156474,924,6/2020,"2012 Proton Savvy"
1605,Steffen,Pfeifer,11/21/1954,"Charlottenstrasse 80",German,SteffenPfeifer@fleckens.hu,"0351 99 89 89",65.6,Visa,4916986247388882,898,2/2018,"2006 SSC Ultimate Aero"
1651,Geneviève,Fortier,2/4/1953,"86 rue de Penthièvre",French,GenevieveFortier@jourrapide.com,03.74.68.65.75,83.2,Visa,4539892811680091,883,1/2020,"1993 Daihatsu Domino"
1608,Anna,Frei,9/16/1966,"Brandenburgische Straße 69",German,AnnaFrei@gustr.com,"030 31 21 59",66.1,MasterCard,5356455046793217,132,5/2019,"1999 Chrysler Neon"
1655,Gaspar,Côté,1/1/1997,"99 Place de la Gare",French,GasparCote@teleworm.us,03.25.19.02.21,99.9,Visa,4916181418061738,768,2/2021,"2005 BMW 330"
1614,Julia,Decker,10/9/1933,"Konstanzer Strasse 45",German,JuliaDecker@gustr.com,"06047 97 98 60",56.2,MasterCard,5491677931545131,294,2/2017,"2000 Saturn LW"
1656,Normand,Longpré,1/11/1985,"41 boulevard Aristide Briand",French,NormandLongpre@jourrapide.com,03.10.43.25.51,64.2,Visa,4916367430437200,188,2/2017,"2008 Buick Park Avenue"
1616,Marina,Herrmann,2/14/1940,"Brandenburgische Straße 35",German,MarinaHerrmann@armyspy.com,"030 39 05 87",90.7,MasterCard,5503421114676967,913,12/2021,"2004 Mercedes-Benz CLK"
1661,Julienne,Arcouet,8/9/1945,"20 rue Marguerite",French,JulienneArcouet@einrot.com,01.20.71.98.58,89.4,MasterCard,5528195570020826,174,4/2017,"1995 Chrysler Sebring"
1617,Sven,Koehler,1/15/1991,"Hedemannstasse 14",German,SvenKoehler@cuvox.de,"07621 72 29 85",87.2,Visa,4532265870449319,108,4/2019,"2005 Land Rover Defender"
1665,Suzette,LaCaille,9/21/1938,"20 rue du Château",French,SuzetteLaCaille@superrito.com,02.81.65.46.02,94.3,MasterCard,5177796608963657,116,10/2019,"1996 Pontiac Sunfire"
1624,Mandy,Jung,12/30/1934,"Rathausstrasse 26",German,MandyJung@superrito.com,"0911 66 98 55",61.0,MasterCard,5452371278670671,806,9/2018,"1998 GMC Safari"
1672,Roland,Bisson,11/21/1979,"42 avenue de l'Amandier",French,RolandBisson@jourrapide.com,01.55.36.61.29,69.5,Visa,4929389453858232,692,9/2020,"2005 Morgan 4"
1634,Mike,Schweitzer,5/30/1981,"Landhausstraße 10",German,MikeSchweitzer@einrot.com,"03334 86 46 45",102.5,Visa,4716752991161202,318,3/2019,"1998 Skoda Felicia"
1675,Zdenek,Chesnay,4/3/1958,"9 Place Charles de Gaulle",French,ZdenekChesnay@fleckens.hu,01.74.22.82.47,95.6,Visa,4929753733445617,826,9/2020,"1997 Mercedes-Benz V"
1638,Klaudia,Probst,6/19/1973,"Schoenebergerstrasse 74",German,KlaudiaProbst@jourrapide.com,"03771 16 61 68",56.6,Visa,4556160180380737,219,10/2017,"2000 Seat Salsa"
1676,Ranger,Faure,12/12/1980,"90 rue du Fossé des Tanneurs",French,RangerFaure@superrito.com,04.97.78.58.26,87.6,MasterCard,5342263827497132,230,8/2021,"2011 Dodge Grand Caravan"
1639,Andrea,Eisenhower,3/11/1975,"Alsterkrugchaussee 65",German,AndreaEisenhower@rhyta.com,"09101 17 48 47",50.4,Visa,4929941391462749,905,5/2018,"2005 TVR Cerbera"
1677,Jesper,Bois,2/8/1984,"27 rue Gontier-Patin",French,JesperBois@cuvox.de,04.11.51.95.59,113.5,Visa,4539959179117972,190,6/2018,"2003 Lancia Lybra"
1641,Anke,Furst,10/19/1987,"Motzstr. 34",German,AnkeFurst@rhyta.com,"06732 76 19 61",49.9,Visa,4485033558090889,256,8/2021,"1993 Porsche 993"
1678,Brie,Pouliotte,1/27/1936,"42 Square de la Couronne",French,BriePouliotte@dayrep.com,01.73.45.87.69,77.2,Visa,4929402808929630,563,1/2017,"2012 Mazda 3"
1642,Benjamin,Freitag,1/12/1933,"Lietzenburger Strasse 60",German,BenjaminFreitag@teleworm.us,"02202 57 06 54",81.0,MasterCard,5315083093034861,382,8/2021,"2015 BMW M5"
1683,Albracca,Édouard,10/18/1996,"65 Place du Jeu de Paume",French,AlbraccaEdouard@cuvox.de,02.42.35.56.24,47.9,MasterCard,5420705899228188,706,11/2020,"2005 AC Cobra"
1657,Franziska,Theissen,8/1/1981,"Koepenicker Str. 97",German,FranziskaTheissen@fleckens.hu,"06785 10 18 43",56.7,Visa,4539679703602733,705,10/2019,"2004 Alfa Romeo 147"
1684,Roux,Meilleur,2/10/1978,"3 rue Marie de Médicis",French,RouxMeilleur@teleworm.us,05.00.38.14.89,80.0,Visa,4539419986660821,364,8/2017,"2002 ZAZ Slavuta"
1663,Dennis,Adler,4/2/1973,"Kantstraße 42",German,DennisAdler@fleckens.hu,"03691 27 26 78",93.3,MasterCard,5307045621723679,356,8/2019,"1999 Chevrolet Tracker"
1685,Perrin,Laframboise,10/26/1984,"45 Boulevard de Normandie",French,PerrinLaframboise@jourrapide.com,01.87.36.08.91,66.2,Visa,4539486192815523,623,7/2018,"1997 Mitsubishi Carisma"
1664,Daniela,Baier,1/17/1945,"Rohrdamm 97",German,DanielaBaier@dayrep.com,"05144 90 56 72",68.2,MasterCard,5315378664152229,077,1/2019,"2006 Mitsubishi Outlander"
1686,Marphisa,D'Aubigné,11/20/1963,"58 Quai des Belges",French,MarphisaDAubigne@rhyta.com,04.20.88.70.65,85.6,Visa,4929369013292114,969,7/2019,"2009 Bentley Arnage"
1665,Birgit,Hartmann,1/21/1950,"Ruschestrasse 42",German,BirgitHartmann@jourrapide.com,"03925 76 21 80",51.4,Visa,4539394300411997,305,10/2020,"2007 Lancia Lybra"
1688,Claire,Nadeau,4/10/1987,"27 rue La Boétie",French,ClaireNadeau@armyspy.com,01.62.92.94.00,81.3,MasterCard,5552629790962051,213,3/2020,"2007 BMW 323"
1667,Maximilian,Fuhrmann,10/1/1935,"Pohlstrasse 80",German,MaximilianFuhrmann@rhyta.com,"05333 12 98 11",68.7,Visa,4929103920313907,195,6/2018,"2014 Ford Edge"
1689,Denise,Rouleau,4/26/1968,"62 rue Victor Hugo",French,DeniseRouleau@dayrep.com,03.70.94.86.41,67.9,MasterCard,5331447909382675,926,1/2018,"2012 Lexus GX"
1669,Thorsten,Scherer,5/11/1989,"Bayreuther Strasse 12",German,ThorstenScherer@rhyta.com,"069 72 17 57",91.8,Visa,4916813772626751,516,7/2020,"2002 Acura RL"
1691,Gaspar,Primeau,6/2/1962,"81 Rue St Ferréol",French,GasparPrimeau@rhyta.com,01.87.98.59.15,67.2,Visa,4539705332480058,705,3/2017,"2000 Lada Samara II"
1670,Tim,Schäfer,11/4/1973,"Mühlenstrasse 75",German,TimSchafer@jourrapide.com,"0931 19 76 69",113.0,Visa,4929935264417566,642,6/2019,"2004 Audi A6"
1692,Ruby,Boucher,1/12/1988,"69 Faubourg Saint Honoré",French,RubyBoucher@cuvox.de,01.84.68.31.41,66.6,MasterCard,5202012112543871,339,6/2017,"2003 Koenigsegg CC8S"
1672,Sabine,Shuster,8/26/1990,"Invalidenstrasse 10",German,SabineShuster@cuvox.de,"06333 50 30 02",88.2,Visa,4916106971956925,935,4/2021,"1997 Vector M12"
1693,Estelle,Gaudreau,6/7/1939,"45 rue Sébastopol",French,EstelleGaudreau@superrito.com,04.62.94.75.01,74.8,MasterCard,5266010933469048,300,5/2017,"2005 Mazda B2300"
1674,Torsten,Ackerman,10/26/1941,"Karl-Liebknecht-Strasse 72",German,TorstenAckerman@einrot.com,"04221 99 15 26",75.9,MasterCard,5497668327748862,617,1/2021,"2001 De Tomaso Guara"
1694,Mariette,Charpie,5/13/1991,"61 rue de la Mare aux Carats",French,MarietteCharpie@fleckens.hu,01.68.30.57.32,98.3,MasterCard,5187804811528149,881,9/2018,"1993 Mitsubishi 3000GT"
1676,Melanie,Eisenberg,1/4/1978,"Billwerder Neuer Deich 15",German,MelanieEisenberg@einrot.com,"09283 58 19 81",63.2,Visa,4929603154101308,901,6/2017,"1997 Buick Riviera"
1697,Danielle,Chesnay,9/1/1934,"49 rue Petite Fusterie",French,DanielleChesnay@fleckens.hu,04.31.36.54.08,70.4,MasterCard,5531611905836806,820,9/2021,"2011 Toyota Land Cruiser"
1677,Birgit,Kuester,10/1/1931,"Leipziger Straße 83",German,BirgitKuester@jourrapide.com,"05534 26 14 44",50.4,MasterCard,5278736951333494,158,5/2021,"2005 Mercedes-Benz ML"
1700,Soren,Panetier,9/8/1999,"81 rue de la République",French,SorenPanetier@armyspy.com,04.20.82.17.05,52.7,MasterCard,5536399810530244,028,10/2021,"2003 Opel Corsa"
1678,Stefanie,Wurfel,4/24/1968,"Lange Strasse 40",German,StefanieWurfel@gustr.com,"089 58 18 71",68.4,MasterCard,5283986577692004,141,6/2021,"2007 Dodge Viper"
1702,Louise,Daoust,12/13/1982,"24 boulevard Albin Durand",French,LouiseDaoust@jourrapide.com,01.57.15.07.75,60.1,Visa,4916205857480461,702,3/2018,"2004 Opel Trixx"
1686,Markus,Seiler,10/24/1997,"Amsinckstrasse 8",German,MarkusSeiler@gustr.com,"035341 40 08",76.0,Visa,4485491016760107,670,11/2021,"2002 Porsche 911"
1705,Quincy,Duhamel,4/8/1998,"12 rue Clement Marot",French,QuincyDuhamel@dayrep.com,04.26.98.59.30,70.2,Visa,4929131194925361,479,5/2019,"2006 BMW 118"
1694,Nicole,Roth,2/8/1934,"Borstelmannsweg 55",German,NicoleRoth@jourrapide.com,"09561 85 80 78",68.1,Visa,4916304348107484,652,9/2021,"2011 Buick Park Avenue"
1707,Laurene,Patel,10/31/1994,"46 rue de la Boétie",French,LaurenePatel@dayrep.com,05.94.15.59.77,99.8,Visa,4485835306805453,211,4/2018,"2010 Ascari A10"
1695,Michelle,Scholz,9/10/1932,"Knesebeckstrasse 78",German,MichelleScholz@rhyta.com,"02685 27 38 00",57.0,MasterCard,5557853529625376,642,11/2020,"2010 SsangYong Actyon"
1709,Carine,Bordeleau,7/23/1952,"13 rue du Paillle en queue",French,CarineBordeleau@teleworm.us,01.35.77.69.51,90.5,MasterCard,5386142803605925,216,8/2021,"2001 Ginetta G40"
1696,Stephan,Kaiser,12/13/1965,"Luetzowplatz 81",German,StephanKaiser@dayrep.com,"06573 19 23 18",106.0,Visa,4539271566332085,985,3/2018,"2001 Chrysler Sebring"
1716,Holly,Clavet,1/14/2000,"7 rue Cazade",French,HollyClavet@fleckens.hu,03.97.51.84.64,41.3,Visa,4916189591999574,871,10/2020,"2008 Hyundai i10"
1697,Katharina,Traugott,6/6/1965,"Kurfuerstendamm 75",German,KatharinaTraugott@cuvox.de,"089 18 97 06",95.0,Visa,4539834190888259,599,8/2020,"2005 BMW 760"
1722,Juliette,Renaud,1/23/1943,"94 rue du Fossé des Tanneurs",French,JulietteRenaud@rhyta.com,04.87.85.31.74,73.5,Visa,4485697518403190,734,9/2020,"2010 Opel Corsa"
1698,Anke,Schmitt,5/27/1970,"Genterstrasse 64",German,AnkeSchmitt@einrot.com,"0431 86 75 49",92.4,Visa,4929635353497541,582,8/2017,"2005 Mazda Drifter"
1727,Norris,Courtois,11/17/1957,"1 Cours Marechal-Joffre",French,NorrisCourtois@jourrapide.com,05.60.42.13.86,112.3,MasterCard,5341724550029450,542,3/2018,"2014 Ford F-250 Super Duty"
1699,Christian,Neumann,4/3/1965,"Schönhauser Allee 79",German,ChristianNeumann@cuvox.de,"07722 10 02 45",85.7,MasterCard,5427253710646588,469,2/2017,"2001 Hyundai Sonata"
